TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_7,TS_F_MDS_8,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,TS_F_MDS_7_QC,TS_F_MDS_8_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_7,SWC_F_MDS_8,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,SWC_F_MDS_7_QC,SWC_F_MDS_8_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20191121,5.93,1,192.097,33.595,1,340.071,1,1.457,1,97.74,1,2.54,1,6.153,1,0.77791173,1,18.20166667,1,70.42104167,1,3.94125,1,33.76875,1,3.315625,1,351.6583333,1,424.008,1,9.708,10.116,10.344,10.437,10.232,10.852,10.742,11.07,1,1,1,1,1,1,1,1,39.666,-9999,27.378,38.784,37.772,32.698,39.631,39.112,1,-9999,1,0,1,1,0,0,-1.83762,1,21.2141,1,17.9643,9.78183,22.3145,2.09582,-4.13505,1,-3.5016,-4.34956,-1.90668,2.73836,0.954414,1,0.181763,0.926732,0.954414,0.983993,1,1,1,1.93336,1.84346,1.88179,1.94251,0.961435,0.921265,0.931716,0.962093,1.16675,0.903577,0.941548,1.18947,0,0,1.93E-05,0.0149619,-9999,-9999
20191122,-0.426,1,190.424,37.509,1,302.54,1,1.338,1,98.223,1,0,1,3.624,1,0.432626308,1,14.43666667,1,78.500625,1,4.71,1,36.14375,1,3.5575,1,321.625,1,422.442,1,6.808,7.756,9.035,9.869,10.131,10.956,10.906,11.226,1,1,1,1,1,1,1,1,39.605,-9999,27.953,38.919,38.065,32.612,39.704,39.481,1,-9999,1,0,1,1,0,0,-11.6243,1,12.7581,1,10.8037,5.88278,13.4199,1.40965,9.51548,1,8.05779,4.3876,10.0091,2.34716,0.117087,1,0.200528,0.118492,0.12762,0.210402,1,1,1,1.26332,1.18796,1.23271,1.27835,1.11006,1.06749,1.07579,1.10618,0.765036,0.630027,0.653723,0.769158,0,0,2.29E-05,0.0156099,-9999,-9999
20191123,2.09,1,188.797,120.732,1,264.454,1,2.076,1,97.541,1,0,1,3.21,1,0.493474018,1,38.87291667,1,252.5925,1,20.491875,1,23.96458333,1,16.84770833,1,332.3791667,1,422.264,0.979167,6.852,7.498,8.419,9.239,9.65,10.653,10.753,11.167,1,1,1,1,1,1,1,1,39.57,-9999,27.74,38.376,37.855,32.645,39.396,39.688,1,-9999,1,0,1,0.979167,0,0,-8.71866,1,11.5986,1,11.2309,8.27072,12.2003,1.91262,37.1991,1,36.0199,26.526,39.1288,3.20649,1.16922,1,0.115426,1.1152,1.16922,1.25438,1,1,1,1.42934,1.37882,1.41399,1.45164,0.203243,0.201817,0.239563,0.263619,0.894445,0.73572,0.748328,0.903342,0,0,2.88E-05,0.0464213,-9999,-9999
20191124,8.749,1,187.218,125.631,1,265.444,1,6.041,1,96.972,1,0,1,3.567,1,0.365047991,1,16.246875,1,261.5970833,1,22.26270833,1,18.49583333,1,18.38354167,1,358.5645833,1,425.599,0.979167,7.623,7.939,8.406,9.034,9.378,10.391,10.536,10.997,1,1,1,1,1,1,1,1,39.585,-9999,27.557,38.784,37.823,32.786,39.873,39.839,1,-9999,0.979167,0,0.958333,0.916667,0,0,-4.81361,1,14.3429,1,13.8883,10.2277,14.3166,3.32549,10.3624,1,10.0339,7.38922,10.3433,3.18817,0.655744,1,0.180765,0.561711,0.655744,0.756168,1,1,1,1.94195,1.94369,1.9543,1.97656,1.23255,1.22122,1.29215,1.37463,1.27927,1.00437,1.06403,1.30566,0,0,3.22E-05,0.0447559,-9999,-9999
20191125,9.089,1,185.687,119.58,1,266.508,1,5.858,1,96.589,1,0,1,4.616,1,0.456819629,1,8.179583333,1,249.351875,1,20.98145833,1,22.2625,1,17.626875,1,361.9270833,1,422.763,0.979167,8.628,8.821,8.968,9.309,9.431,10.329,10.42,10.867,1,1,1,1,1,1,1,1,39.567,-9999,27.315,38.919,37.806,32.882,39.865,39.878,1,-9999,1,0,0.9375,0.9375,0,0,-2.37334,0.979167,17.6703,1,17.1102,8.1478,17.6378,4.00164,11.1001,1,10.7482,5.11826,11.0797,3.17376,0.440179,0.979167,0.351766,0.440575,0.463359,0.509026,0.979167,0.979167,0.958333,1.84676,1.84922,1.86701,1.8817,1.33774,1.3708,1.39083,1.41253,1.27022,1.01284,1.06926,1.29451,0,0,3.44E-05,0.0391821,-9999,-9999
20191126,4.342,1,184.206,26.959,1,316.137,1,1.824,1,96.046,1,1.524,1,3.78,0.6875,0.718818247,0.6875,-3.162291667,1,57.084375,1,3.426041667,1,27.37083333,1,2.683541667,1,342.56875,1,425.351,1,7.398,7.965,8.693,9.294,9.494,10.38,10.427,10.836,1,1,1,1,1,1,1,1,39.629,-9999,28.285,38.736,38.053,33.06,39.912,39.893,1,-9999,1,0,1,1,0,0,-7.32401,1,6.63906,1,5.62201,3.06127,6.62685,1.41047,-9.29909,1,-7.87455,-9.28199,-4.28782,2.16186,0.908929,1,0.11249,0.885699,0.908929,0.937491,1,1,1,1.35303,1.34188,1.34981,1.37965,0.417258,0.435991,0.437776,0.454107,0.966704,0.81573,0.828539,0.976412,0,0,3.03E-05,0.0081526,-9999,-9999
20191127,1.129,1,182.776,119.805,1,254.698,1,2.478,1,98.207,1,0,1,5.824,1,0.736747415,1,33.281875,1,242.786875,1,20.82708333,1,21.8125,1,17.92895833,1,326.5375,1,420.728,1,6.426,7.193,8.185,8.961,9.295,10.266,10.361,10.788,1,1,1,1,1,1,1,1,39.559,-9999,29.908,38.938,38.4,33.595,39.873,39.875,1,-9999,1,0,1,1,0,0,-10.5838,1,20.7182,1,17.5443,11.2386,20.6801,1.71636,31.7725,1,26.9052,17.2351,31.714,3.13088,0.380021,0.958333,0.123732,0.367546,0.380021,0.405345,0.958333,0.958333,0.958333,1.03951,1.02329,1.03297,1.06099,0.652049,0.64866,0.653631,0.656883,0.777698,0.679175,0.701108,0.780144,0,0,4.06E-05,0.0324584,-9999,-9999
20191128,-0.687,1,181.395,19.745,1,313.092,1,1.537,1,98.984,1,3.556,1,2.811,0.375,-9999,0,11.645,1,47.124375,1,2.030625,1,19.34583333,1,1.29,1,319.4145833,1,424.023,1,5.162,6.084,7.388,8.416,8.932,10.018,10.189,10.661,1,1,1,1,1,1,1,1,39.533,-9999,30.997,39.014,38.525,33.155,39.865,39.878,1,-9999,1,0,1,1,0,0,-13.2217,1,6.80039,1,6.58481,4.75217,7.15315,1.20553,-7.52135,1,-6.36915,-7.50753,-4.07998,2.14671,0.784835,1,0.109468,0.772197,0.784835,0.974457,1,1,1,0.870644,0.85553,0.867999,0.888267,-0.0247093,-0.0787696,0.0667212,0.0840862,0.671588,0.606108,0.641394,0.69393,0,0,3.07E-05,0.00482335,-9999,-9999
20191129,2.552,1,180.066,17.653,1,334.481,1,3.015,1,97.966,1,11.684,1,3.454,0,-9999,0,15.20083333,1,41.77833333,1,1.75875,1,17.5375,1,0.995,1,335.1041667,1,426.531,1,5.85,6.424,7.231,8.062,8.553,9.69,9.926,10.455,1,1,1,1,1,1,1,1,39.535,-9999,34.22,38.736,38.615,33.738,39.912,39.893,1,-9999,1,0,1,1,0,0,-9.07763,1,6.78407,1,5.74481,3.68004,6.7716,1.183,-17.5586,1,-12.5207,-17.1884,-7.77354,2.39721,1.15966,1,0.112176,1.13025,1.15966,1.23107,1,1,1,1.08857,1.08923,1.10213,1.10555,-0.120366,-0.12273,-0.0701556,-0.0406667,0.818756,0.733799,0.748635,0.821186,0,0,3.23E-05,0.00381815,-9999,-9999
20191130,7.316,1,178.79,113.16,1,303.721,1,4.728,1,96.127,1,0,1,6.046,0.5625,1.32033446,0.5625,47.58770833,1,232.263125,1,17.68458333,1,20.51666667,1,14.85666667,1,356.99375,1,425.519,1,7.659,7.828,7.884,8.26,8.473,9.492,9.701,10.243,1,1,1,1,1,1,1,1,39.5,-9999,36.598,38.938,38.087,35.368,39.873,39.875,1,-9999,1,0,0.9375,0.979167,0,0,-2.03713,1,43.0885,0.979167,32.4671,23.3735,42.1802,3.86371,8.79278,1,6.62533,4.76967,8.60741,3.07008,1.3308,0.979167,0.182031,1.27599,1.32382,1.337,0.979167,0.979167,0.979167,1.44215,1.45492,1.46312,1.48969,0.118739,0.117483,0.153719,0.204085,1.05699,0.925321,0.952838,1.06782,0,0,4.77E-05,0.0209453,-9999,-9999
20191201,0.398,1,177.566,52.116,1,298.858,1,2.146,1,97.21,1,0,1,8.341,1,1.159951808,1,20.65166667,1,103.1352083,1,5.931041667,1,52.25625,1,5.405833333,1,324.4979167,1,420.214,1,5.538,6.397,7.465,8.264,8.568,9.534,9.662,10.152,1,1,1,1,1,1,1,1,39.469,-9999,36.093,39.014,38.368,35.535,39.865,39.878,1,-9999,1,0,0.833333,1,0,0,-13.4019,1,16.8443,1,12.0113,7.4573,16.4892,1.42008,17.673,1,12.6022,7.82418,17.3004,2.79548,0.791394,1,0.144665,0.642367,0.791394,0.835299,1,1,1,0.988341,0.988477,0.99682,1.00939,0.167496,0.15832,0.228335,0.344398,0.682738,0.64528,0.677353,0.705504,0,0,4.42E-05,0.00823677,-9999,-9999
20191202,0.211,1,176.395,118.946,1,226.435,1,3.036,1,98.2,1,0,1,3.4,1,0.385845863,1,9.53,1,240.6172917,1,20.31270833,1,22.88958333,1,16.92854167,1,320.6916667,1,422.764,0.958333,4.693,5.551,6.698,7.681,8.19,9.3,9.514,10.044,1,1,1,1,1,1,1,1,39.452,-9999,35.62,38.736,38.27,35.472,39.912,39.893,0.875,-9999,0.979167,0,0.958333,0.9375,0,0,-13.0167,0.979167,13.2979,1,9.29273,5.88727,13.0176,1.4841,30.9067,1,21.5979,13.683,30.2551,3.45953,0.432193,0.9375,0.186414,0.383017,0.410074,0.430342,0.9375,0.958333,0.9375,1.00749,1.00867,1.0126,1.04042,0.597138,0.588933,0.606928,0.630961,0.66756,0.642169,0.665731,0.690275,0,0,5.27E-05,0.0152686,-9999,-9999
20191203,6.121,1,175.278,109.317,1,258.483,1,5.26,1,97.402,1,0,1,3.458,1,0.403258007,1,6.767083333,1,228.95,1,18.53625,1,21.63541667,1,14.82145833,1,346.975,1,422.03,1,5.853,6.282,6.79,7.49,7.897,9.007,9.259,9.832,1,1,1,1,1,1,1,1,39.443,-9999,35.813,38.938,38.144,35.421,39.873,39.875,0.979167,-9999,1,0,0.520833,1,0,0,-6.63383,1,10.7826,1,7.53496,5.80038,10.5553,3.26053,10.3545,1,7.23585,5.57013,10.1363,3.21458,1.05477,1,0.128538,1.00819,1.05385,1.2148,1,1,1,1.45859,1.45629,1.46582,1.48961,0.245673,0.24401,0.430541,0.478032,0.934072,0.869959,0.882013,0.937955,0,0,5.39E-05,0.0108974,-9999,-9999
20191204,7.742,1,174.214,110.993,1,264.733,1,5.357,1,97.585,0.916667,0,1,3.168,1,0.349366673,1,8.389583333,1,232.9,1,19.78270833,1,21.36458333,1,15.59208333,1,353.125,1,424.669,0.979167,6.579,6.935,7.208,7.694,7.922,8.927,9.117,9.665,1,1,1,1,1,1,1,1,39.437,-9999,35.864,39.014,38.037,35.475,39.865,39.878,0.979167,-9999,1,0,0.3125,1,0,0,-3.87959,1,7.99004,0.979167,5.60963,4.33422,7.8216,2.99595,15.7336,1,11.0462,8.53476,15.402,3.38408,1.09082,0.979167,0.120162,1.04356,1.08961,1.09327,0.979167,0.979167,0.979167,1.63755,1.55313,1.63755,1.66749,0.544195,0.515411,0.544553,0.574129,0.992466,0.925172,0.950523,0.997126,0,0,5.71E-05,0.007929,-9999,-9999
20191205,10.288,1,173.207,98.931,1,295.677,1,6.289,1,97.452,1,0,1,3.424,1,0.246760333,1,15.465,1,203.3583333,1,15.92916667,1,52.89791667,1,12.85916667,1,366.125,1,425.929,0.979167,7.499,7.686,7.661,7.975,8.071,8.986,9.103,9.604,1,1,1,1,1,1,1,1,39.427,-9999,35.863,38.736,37.804,35.405,39.912,39.893,1,-9999,1,0,0.0208333,0.958333,0,0,-1.19671,0.979167,8.11198,0.979167,5.69524,4.40037,8.09707,2.43879,9.33261,0.958333,6.55221,5.0625,9.31545,2.87334,1.40482,0.9375,0.11487,1.35463,1.39984,1.46705,0.916667,0.9375,0.958333,1.90493,1.72771,1.90493,1.95978,0.442143,0.382447,0.442869,0.494985,1.0964,1.01959,1.0398,1.10342,0,0,6.03E-05,0.00422394,-9999,-9999
20191206,1.874,1,172.253,114.571,1,242.754,1,2.441,1,98.705,1,0,1,5.437,1,0.54829575,1,13.35104167,1,231.5575,1,19.84375,1,23.83541667,1,17.04729167,1,329.2458333,1,423.009,1,6.474,7.197,7.77,8.229,8.293,9.134,9.174,9.613,1,1,1,1,1,1,1,1,39.446,-9999,35.679,38.938,38.15,35.431,39.873,39.875,1,-9999,1,0,0,1,0,0,-8.0754,1,14.5322,1,10.2027,7.88301,14.2258,1.757,45.6643,1,32.0599,24.7707,44.7016,3.98658,-0.241519,1,0.316811,-0.335124,-0.246723,-0.241519,1,1,1,1.27008,1.05058,1.26921,1.32535,1.5168,1.38225,1.51594,1.5561,0.675379,0.675379,0.699154,0.731986,0,0,6.40E-05,0.00164516,-9999,-9999
20191207,3.316,1,171.356,113.078,1,245.758,1,3.571,1,98.387,1,0,1,4.172,1,0.353641422,1,10.95270833,1,233.12875,1,20.41875,1,18.86875,1,17.01291667,1,333.3458333,1,425.598,1,5.528,6.256,7.039,7.801,8.113,9.087,9.181,9.634,1,1,1,1,1,1,1,1,39.423,-9999,35.491,39.014,38.05,35.363,39.865,39.878,0.979167,-9999,1,0,0,0.979167,0,0,-9.70664,1,9.77135,1,7.36268,5.3005,9.75339,1.58067,16.1443,1,12.1647,8.75751,16.1146,4.08255,1.98149,1,0.231322,1.37134,1.98149,2.21919,1,1,0.979167,1.45013,1.16403,1.44956,1.52198,-0.755601,-0.756177,-0.40908,-0.209498,0.949001,0.937145,1.01475,1.04784,0,0.0894281,0.177999,0.186352,-9999,-9999
20191208,7.598,1,170.514,29.649,1,327.017,1,1.929,1,96.988,1,0,1,3.489,1,0.376522384,1,-3.76125,1,62.064375,1,3.76625,1,29.82708333,1,2.6675,1,356.3375,1,428.829,1,6.868,7.186,7.318,7.773,7.963,8.926,9.048,9.527,1,1,1,1,1,1,1,1,39.383,-9999,35.42,38.736,37.772,35.291,39.912,39.893,0.979167,-9999,1,0,0,1,0,0,-3.8747,1,-1.19771,1,-0.840888,-1.17246,-0.649703,1.69892,-11.2543,1,-7.9014,-11.0171,-6.10494,2.86406,1.28897,1,0.108924,1.04004,1.19264,1.27788,1,1,1,1.87766,1.47794,1.87766,1.97795,0.59978,0.43256,0.59978,0.700073,1.68183,1.27938,1.75721,1.77764,0,0.161979,0.419946,0.429467,-9999,-9999
20191209,0.099,1,169.73,89.092,1,271.054,1,1.214,1,97.207,1,0,1,5.054,0.729167,0.674464469,0.729166667,24.86270833,1,184.4520833,1,14.54104167,1,34.01458333,1,12.351875,1,324.0041667,1,424.818,1,6.165,6.983,7.574,8.045,8.116,8.975,9.026,9.45,1,1,1,1,1,1,1,1,39.364,-9999,35.386,38.938,37.988,35.279,39.873,39.875,1,-9999,1,0,0,1,0,0,-7.80254,0.979167,10.6223,1,7.4577,5.76211,11.1352,1.57264,39.9169,1,28.0248,21.6531,41.8441,3.33837,0.519429,1,0.121597,0.337982,0.502233,0.510199,1,1,1,1.29203,0.957672,1.29116,1.37157,0.785525,0.622509,0.784652,0.861361,1.27896,0.986997,1.43314,1.46668,0.155283,0.390722,0.650713,0.661705,-9999,-9999
20191210,-3.426,1,169.001,110.757,1,216.088,1,2.173,1,98.637,1,0,1,3.337,0.958333,0.321530854,0.958333333,8.841041667,1,223.9114583,1,19.58854167,1,21.44791667,1,16.74791667,1,303.2375,1,424.047,1,3.433,4.655,6.121,7.264,7.781,8.849,8.984,9.445,1,1,1,1,1,1,1,1,39.36,-9999,35.099,39.014,38.08,35.215,39.865,39.878,1,-9999,1,0,0,1,0,0,-16.0515,1,8.30384,1,6.25691,5.02083,9.64774,1.06147,34.087,1,25.6844,20.6104,39.6036,3.90658,0.93599,1,0.108167,0.455414,0.928697,0.936589,1,1,1,1.0029,0.720605,1.00169,1.05974,0.0742067,0.0742067,0.147515,0.258042,1.00819,0.918286,1.01452,1.04218,0.529657,0.618476,0.693631,0.697741,-9999,-9999
20191211,2.618,1,168.331,107.736,1,238.616,1,4.071,1,98.736,0.958333,0,1,4.155,1,0.405889083,1,-15.46533333,0.9375,177.88,0.9375,16.036,0.9375,15.86888889,0.9375,13.48733333,0.9375,328.1866667,0.9375,425.982,1,4.266,4.999,5.813,6.738,7.262,8.426,8.678,9.231,1,1,1,1,1,1,1,1,39.355,-9999,34.946,38.736,38.123,35.269,39.912,39.893,0.9375,-9999,1,0,0,0.875,0,0,-10.0815,1,4.80665,1,3.62179,2.60738,5.58456,0.872773,9.48692,1,7.14836,5.1462,11.0223,4.19669,1.45347,0.916667,0.113303,1.04204,1.36122,1.44112,0.916667,0.916667,0.916667,1.515,1.22623,1.51499,1.57845,0.1296,0.129622,0.183209,0.219203,1.26433,1.21408,1.21962,1.25586,0.670695,0.645306,0.661925,0.667424,-9999,-9999
20191212,6.966,1,167.717,43.986,1,307.01,1,4.872,1,97.952,1,0,1,5.068,1,0.689029795,1,-6.750625,1,88.27479167,1,5.5625,1,43.76666667,1,5.173333333,1,351.4166667,1,424.327,1,5.871,6.224,6.364,6.876,7.154,8.211,8.434,9,1,1,1,1,1,1,1,1,39.355,-9999,34.843,38.938,37.768,35.228,39.873,39.875,1,-9999,1,0,0,1,0,0,-4.08939,1,2.19294,0.979167,1.80787,1.32594,2.54785,0.683494,-11.926,1,-8.98618,-13.8561,-7.21092,3.39635,1.52054,0.958333,0.104832,1.39132,1.44078,1.44078,0.958333,0.958333,0.958333,1.90476,1.67599,1.90476,1.95965,0.463971,0.295699,0.463971,0.51872,1.36559,1.33568,1.3502,1.36434,0.283801,0.271119,0.28129,0.29624,-9999,-9999
20191213,6.649,1,167.161,78.892,1,287.104,1,3.67,1,97.185,1,4.572,1,2.983,1,0.281990246,0.958333333,6.389166667,1,161.693125,1,12.29125,1,50.90416667,1,10.58625,1,348.2333333,1,426.377,0.958333,6.018,6.47,6.641,7.082,7.255,8.22,8.369,8.888,1,1,1,1,1,1,1,1,39.334,-9999,34.927,39.014,37.857,35.379,39.865,39.878,0.9375,-9999,1,0,0,0.979167,0,0,-3.95268,1,8.3019,0.895833,6.25545,4.46593,8.70271,0.930378,-3.24922,0.916667,-2.2812,-3.40609,-1.74789,3.78468,1.52299,0.833333,0.106378,1.46096,1.50229,1.50628,0.833333,0.875,0.875,1.87868,1.77087,1.87868,1.91244,0.372397,0.308011,0.386091,0.410681,1.45569,1.41674,1.43814,1.45083,0.543124,0.512612,0.53886,0.541671,-9999,-9999
20191214,-2.873,1,166.664,70.37,1,278.767,1,1.031,1,97.522,1,0,1,4.871,1,0.563460147,1,29.2725,1,139.4652083,1,9.8225,1,59.03541667,1,8.3675,1,311.4375,1,425.998,1,4.586,5.581,6.425,7.106,7.329,8.268,8.373,8.853,1,1,1,1,1,1,1,1,39.318,-9999,36.113,38.736,38.19,35.158,39.912,39.893,1,-9999,1,0,0,1,0,0,-10.9388,1,13.3048,1,10.0251,7.15721,13.9472,1.1743,24.3146,1,18.321,13.0798,25.4885,4.20361,0.417996,1,0.123181,0.343602,0.369273,0.389297,1,1,1,1.04051,0.989787,1.04028,1.0562,0.677372,0.645347,0.668968,0.677689,1.03669,1.01014,1.02082,1.03545,0.693453,0.650228,0.692576,0.696332,-9999,-9999
20191215,-5.429,1,166.225,20.945,1,290.392,1,0.604,1,97.733,1,1.524,1,2.88,1,0.459857904,1,8.115208333,1,51.185625,1,12.69083333,1,20,1,5.253125,1,298.13125,1,425.029,1,3.293,4.382,5.552,6.56,7.036,8.115,8.289,8.795,1,1,1,1,1,1,1,1,39.309,-9999,35.833,38.938,37.981,35.091,39.873,39.875,1,-9999,1,0,0,1,0,0,-14.757,1,3.69759,1,3.04831,1.98909,5.79983,0.754866,2.13798,1,1.76256,1.15011,3.35351,2.11113,0.412576,1,0.0962557,0.403882,0.405228,0.412576,1,1,1,0.843827,0.834614,0.844582,0.854859,0.438599,0.426265,0.438094,0.442229,0.823258,0.806564,0.818053,0.821955,0.21602,0.201837,0.213255,0.217215,-9999,-9999
20191216,-6.175,1,165.844,44.666,1,273.302,1,0.429,1,98.257,1,0,1,3.777,1,0.422694488,1,13.47270833,1,102.1720833,1,25.81708333,1,43.57083333,1,11.86854167,1,293.6395833,1,424.851,1,3.694,4.559,5.373,6.23,6.686,7.81,8.052,8.615,1,1,1,1,1,1,1,1,39.302,-9999,35.975,39.014,37.943,35.039,39.865,39.878,1,-9999,1,0,0,1,0,0,-12.1379,1,3.81645,1,3.14629,2.05302,5.98627,0.737968,5.9351,1,4.89291,3.19273,9.30945,2.28584,0.47127,1,0.0951787,0.446827,0.477236,0.484988,1,1,1,0.791799,0.772819,0.788306,0.793411,0.306811,0.302606,0.310212,0.324025,0.668562,0.652045,0.664517,0.668562,0.274171,0.258384,0.270806,0.276896,-9999,-9999
20191217,-4.925,1,165.522,106.31,1,240.225,1,0.878,1,98.63,1,0,1,2.932,0.791667,0.393040115,0.791666667,32.71083333,1,218.52,1,53.95020833,1,27.52916667,1,28.59395833,1,297.325,1,430.062,1,3.557,4.451,5.246,6.066,6.491,7.6,7.845,8.421,1,1,1,1,1,1,1,1,39.29,-9999,36.377,39.035,38.137,35.126,39.912,39.893,1,-9999,0.979167,0,0,1,0,0,-11.757,1,4.17275,1,3.44003,2.17686,6.54514,0.687436,16.4084,1,13.5271,8.56002,25.7373,3.80614,0.965798,0.958333,0.095233,0.912251,0.950497,0.962149,0.958333,0.958333,0.958333,0.893186,0.859191,0.880797,0.890134,-0.0190651,-0.102972,-0.0851362,-0.0277332,0.702863,0.684154,0.704343,0.71132,0.218328,0.208809,0.218328,0.22261,-9999,-9999
20191218,-1.692,1,165.259,111.006,1,224.115,1,1.67,1,98.603,1,0,1,3.986,1,0.310801721,1,4.996041667,1,232.1754167,1,47.52708333,1,19.20625,1,26.83104167,1,306.6875,1,427.747,1,2.925,3.917,4.874,5.791,6.271,7.402,7.66,8.248,1,1,1,1,1,1,1,1,39.278,-9999,37.139,39.123,38.135,35.181,39.873,39.875,1,-9999,1,0,0,1,0,0,-13.0329,1,2.18674,1,2.2732,1.14079,3.42999,0.966457,3.30284,1,3.43343,1.72304,5.18064,3.57385,0.841386,0.979167,0.102579,0.785939,0.823516,0.83104,0.979167,0.979167,0.979167,1.10185,1.05727,1.08632,1.09796,0.27412,0.262071,0.271375,0.275635,0.871202,0.864538,0.883427,0.905405,0.175177,0.169148,0.175177,0.186575,-9999,-9999
20191219,4.276,1,165.055,112.29,1,237.45,1,4.513,1,98.335,1,0,1,4.424,1,0.436494663,1,-2.954791667,1,225.2895833,1,37.40479167,1,25.61666667,1,23.16416667,1,331.3208333,1,426.222,1,3.756,4.386,4.873,5.608,6.036,7.167,7.446,8.056,1,1,1,1,1,1,1,1,39.26,-9999,37.552,39.143,37.944,35.833,39.865,39.878,1,-9999,1,0,0,1,0,0,-6.79361,1,10.6162,1,11.036,4.49363,16.652,1.5026,-22.9642,1,-18.9317,-36.0203,-9.72026,4.38995,1.66838,0.895833,0.196044,1.62956,1.65058,1.68305,0.895833,0.895833,0.875,1.49865,1.46816,1.47917,1.49865,-0.136331,-0.201488,-0.173446,-0.143515,1.1503,1.13328,1.14681,1.19944,0.113213,0.208995,0.21651,0.247502,-9999,-9999
20191220,4.391,1,164.911,76.468,1,256.202,1,3.661,1,98.572,1,0,1,4.025,1,0.369284603,1,-12.91875,1,160.1122917,1,15.304375,1,48.15,1,10.900625,1,334.05,1,425.498,1,4.117,4.728,5.093,5.692,6.001,7.056,7.286,7.88,1,1,1,1,1,1,1,1,39.249,-9999,37.666,39.035,38.03,36.046,39.912,39.893,1,-9999,1,0,0,1,0,0,-6.73163,1,0.201797,1,0.166362,0.0854167,0.21154,1.34644,-9.13208,1,-5.2222,-9.57297,-3.86542,3.69635,1.4379,1,0.112648,1.41277,1.42231,1.44066,1,1,1,1.40338,1.36224,1.3845,1.40045,-0.022632,-0.0814228,-0.0465219,-0.0162835,1.19725,1.18089,1.1919,1.27839,0.0253557,0.230924,0.244311,0.297507,-9999,-9999
20191221,3.568,1,164.826,103.736,1,252.881,1,1.505,1,98.697,1,0,1,3.505,1,0.319305057,1,8.218125,1,214.5195833,1,19.28854167,1,23.68958333,1,15.32208333,1,334.65625,1,428.226,1,4.464,5.033,5.286,5.804,6.045,7.046,7.228,7.785,1,1,1,1,1,1,1,1,39.24,-9999,37.524,39.123,38.068,36.078,39.873,39.945,1,-9999,1,0,0,1,0,0,-5.08326,1,5.42679,1,3.10332,2.29705,5.68879,1.39236,22.9432,1,13.1201,9.71137,24.0509,4.47405,1.04617,0.9375,0.104062,0.96905,1.04617,1.07603,0.9375,0.9375,0.9375,1.24117,1.19618,1.21118,1.23733,0.148153,0.157211,0.173312,0.203009,1.21641,1.19247,1.20091,1.24146,0.147229,0.418216,0.439038,0.506041,-9999,-9999
20191222,3.526,1,164.8,88.667,1,270.346,1,1.462,1,98.339,1,0,1,3.997,0.666667,0.318388374,0.666666667,10.09166667,1,186.7879167,1,16.124375,1,36.53541667,1,12.41666667,1,336.2083333,1,427.967,1,4.746,5.312,5.519,5.98,6.153,7.094,7.224,7.737,1,1,1,1,1,1,1,1,39.231,-9999,37.393,39.143,38.135,36.249,39.865,39.947,1,-9999,1,0,0,1,0,0,-2.47042,1,2.87737,1,1.64543,1.21793,4.76787,1.27437,3.13443,1,1.79243,1.32674,5.19382,4.04862,0.939216,0.979167,0.0988909,0.905375,0.941472,0.958647,0.979167,0.979167,0.979167,1.14839,1.08443,1.11614,1.14433,0.22238,0.108442,0.192055,0.238745,1.28831,1.22535,1.23476,1.23774,0.382854,0.441537,0.455157,0.465718,-9999,-9999
