# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-02-11 13:56:55 EST       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01622000 NORTH RIVER NEAR BURKETOWN, VA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01622000
#            TS   parameter     statistic     Description
#        144616       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	144616_00060_00003	144616_00060_00003_cd
USGS	01622000	1983-11-19	273	A
USGS	01622000	1983-11-20	266	A
USGS	01622000	1983-11-21	280	A
USGS	01622000	1983-11-22	255	A
USGS	01622000	1983-11-23	244	A
USGS	01622000	1983-11-24	252	A
USGS	01622000	1983-11-25	704	A
USGS	01622000	1983-11-26	908	A
USGS	01622000	1983-11-27	808	A
USGS	01622000	1983-11-28	715	A
USGS	01622000	1983-11-29	688	A
USGS	01622000	1983-11-30	682	A
USGS	01622000	1983-12-01	616	A
USGS	01622000	1983-12-02	510	A
USGS	01622000	1983-12-03	428	A
USGS	01622000	1983-12-04	1090	A
USGS	01622000	1983-12-05	1220	A
USGS	01622000	1983-12-06	1140	A
USGS	01622000	1983-12-07	1000	A
USGS	01622000	1983-12-08	858	A
USGS	01622000	1983-12-09	726	A
USGS	01622000	1983-12-10	600	A
USGS	01622000	1983-12-11	505	A
USGS	01622000	1983-12-12	1620	A
USGS	01622000	1983-12-13	3190	A
USGS	01622000	1983-12-14	2170	A
USGS	01622000	1983-12-15	1570	A
USGS	01622000	1983-12-16	1170	A
USGS	01622000	1983-12-17	880	A
USGS	01622000	1983-12-18	676	A
USGS	01622000	1983-12-19	556	A
USGS	01622000	1983-12-20	460	A
USGS	01622000	1983-12-21	410	A
USGS	01622000	1983-12-22	661	A
USGS	01622000	1983-12-23	1280	A
USGS	01622000	1983-12-24	1220	A
USGS	01622000	1983-12-25	950	A
USGS	01622000	1983-12-26	770	A
USGS	01622000	1983-12-27	382	A
USGS	01622000	1983-12-28	1350	A
USGS	01622000	1983-12-29	897	A
USGS	01622000	1983-12-30	726	A
USGS	01622000	1983-12-31	622	A
USGS	01622000	1984-01-01	561	A
USGS	01622000	1984-01-02	505	A
USGS	01622000	1984-01-03	455	A
USGS	01622000	1984-01-04	418	A
USGS	01622000	1984-01-05	386	A
USGS	01622000	1984-01-06	366	A
USGS	01622000	1984-01-07	343	A
USGS	01622000	1984-01-08	317	A
USGS	01622000	1984-01-09	295	A
USGS	01622000	1984-01-10	464	A
USGS	01622000	1984-01-11	678	A
USGS	01622000	1984-01-12	428	A
USGS	01622000	1984-01-13	397	A
USGS	01622000	1984-01-14	382	A
USGS	01622000	1984-01-15	362	A
USGS	01622000	1984-01-16	347	A
USGS	01622000	1984-01-17	321	A
USGS	01622000	1984-01-18	306	A
USGS	01622000	1984-01-19	291	A
USGS	01622000	1984-01-20	248	A
USGS	01622000	1984-01-21	230	A
USGS	01622000	1984-01-22	210	A
USGS	01622000	1984-01-23	230	A
USGS	01622000	1984-01-24	576	A
USGS	01622000	1984-01-25	528	A
USGS	01622000	1984-01-26	366	A
USGS	01622000	1984-01-27	358	A
USGS	01622000	1984-01-28	358	A
USGS	01622000	1984-01-29	351	A
USGS	01622000	1984-01-30	347	A
USGS	01622000	1984-01-31	332	A
USGS	01622000	1984-02-01	310	A
USGS	01622000	1984-02-02	291	A
USGS	01622000	1984-02-03	284	A
USGS	01622000	1984-02-04	298	A
USGS	01622000	1984-02-05	306	A
USGS	01622000	1984-02-06	298	A
USGS	01622000	1984-02-07	273	A
USGS	01622000	1984-02-08	255	A
USGS	01622000	1984-02-09	259	A
USGS	01622000	1984-02-10	244	A
USGS	01622000	1984-02-11	248	A
USGS	01622000	1984-02-12	252	A
USGS	01622000	1984-02-13	266	A
USGS	01622000	1984-02-14	3510	A
USGS	01622000	1984-02-15	4390	A
USGS	01622000	1984-02-16	2860	A
USGS	01622000	1984-02-17	1920	A
USGS	01622000	1984-02-18	1460	A
USGS	01622000	1984-02-19	1150	A
USGS	01622000	1984-02-20	918	A
USGS	01622000	1984-02-21	759	A
USGS	01622000	1984-02-22	654	A
USGS	01622000	1984-02-23	836	A
USGS	01622000	1984-02-24	2170	A
USGS	01622000	1984-02-25	1700	A
USGS	01622000	1984-02-26	1430	A
USGS	01622000	1984-02-27	1210	A
USGS	01622000	1984-02-28	1130	A
USGS	01622000	1984-02-29	974	A
USGS	01622000	1984-03-01	786	A
USGS	01622000	1984-03-02	688	A
USGS	01622000	1984-03-03	605	A
USGS	01622000	1984-03-04	550	A
USGS	01622000	1984-03-05	525	A
USGS	01622000	1984-03-06	505	A
USGS	01622000	1984-03-07	480	A
USGS	01622000	1984-03-08	465	A
USGS	01622000	1984-03-09	455	A
USGS	01622000	1984-03-10	428	A
USGS	01622000	1984-03-11	410	A
USGS	01622000	1984-03-12	393	A
USGS	01622000	1984-03-13	423	A
USGS	01622000	1984-03-14	441	A
USGS	01622000	1984-03-15	525	A
USGS	01622000	1984-03-16	566	A
USGS	01622000	1984-03-17	600	A
USGS	01622000	1984-03-18	660	A
USGS	01622000	1984-03-19	654	A
USGS	01622000	1984-03-20	605	A
USGS	01622000	1984-03-21	1150	A
USGS	01622000	1984-03-22	2560	A
USGS	01622000	1984-03-23	1860	A
USGS	01622000	1984-03-24	1380	A
USGS	01622000	1984-03-25	1120	A
USGS	01622000	1984-03-26	990	A
USGS	01622000	1984-03-27	825	A
USGS	01622000	1984-03-28	1710	A
USGS	01622000	1984-03-29	5660	A
USGS	01622000	1984-03-30	3330	A
USGS	01622000	1984-03-31	2240	A
USGS	01622000	1984-04-01	1770	A
USGS	01622000	1984-04-02	1430	A
USGS	01622000	1984-04-03	1200	A
USGS	01622000	1984-04-04	1100	A
USGS	01622000	1984-04-05	2900	A
USGS	01622000	1984-04-06	2460	A
USGS	01622000	1984-04-07	1860	A
USGS	01622000	1984-04-08	1420	A
USGS	01622000	1984-04-09	1130	A
USGS	01622000	1984-04-10	924	A
USGS	01622000	1984-04-11	781	A
USGS	01622000	1984-04-12	676	A
USGS	01622000	1984-04-13	600	A
USGS	01622000	1984-04-14	632	A
USGS	01622000	1984-04-15	1260	A
USGS	01622000	1984-04-16	2080	A
USGS	01622000	1984-04-17	1940	A
USGS	01622000	1984-04-18	1570	A
USGS	01622000	1984-04-19	1270	A
USGS	01622000	1984-04-20	1050	A
USGS	01622000	1984-04-21	874	A
USGS	01622000	1984-04-22	1270	A
USGS	01622000	1984-04-23	1620	A
USGS	01622000	1984-04-24	1520	A
USGS	01622000	1984-04-25	1390	A
USGS	01622000	1984-04-26	1190	A
USGS	01622000	1984-04-27	1000	A
USGS	01622000	1984-04-28	944	A
USGS	01622000	1984-04-29	1550	A
USGS	01622000	1984-04-30	1390	A
USGS	01622000	1984-05-01	1170	A
USGS	01622000	1984-05-02	979	A
USGS	01622000	1984-05-03	918	A
USGS	01622000	1984-05-04	1180	A
USGS	01622000	1984-05-05	1010	A
USGS	01622000	1984-05-06	1170	A
USGS	01622000	1984-05-07	1270	A
USGS	01622000	1984-05-08	1210	A
USGS	01622000	1984-05-09	1070	A
USGS	01622000	1984-05-10	930	A
USGS	01622000	1984-05-11	798	A
USGS	01622000	1984-05-12	698	A
USGS	01622000	1984-05-13	605	A
USGS	01622000	1984-05-14	530	A
USGS	01622000	1984-05-15	465	A
USGS	01622000	1984-05-16	428	A
USGS	01622000	1984-05-17	393	A
USGS	01622000	1984-05-18	366	A
USGS	01622000	1984-05-19	347	A
USGS	01622000	1984-05-20	324	A
USGS	01622000	1984-05-21	306	A
USGS	01622000	1984-05-22	284	A
USGS	01622000	1984-05-23	277	A
USGS	01622000	1984-05-24	269	A
USGS	01622000	1984-05-25	248	A
USGS	01622000	1984-05-26	238	A
USGS	01622000	1984-05-27	230	A
USGS	01622000	1984-05-28	230	A
USGS	01622000	1984-05-29	227	A
USGS	01622000	1984-05-30	217	A
USGS	01622000	1984-05-31	210	A
USGS	01622000	1984-06-01	204	A
USGS	01622000	1984-06-02	197	A
USGS	01622000	1984-06-03	187	A
USGS	01622000	1984-06-04	181	A
USGS	01622000	1984-06-05	175	A
USGS	01622000	1984-06-06	168	A
USGS	01622000	1984-06-07	156	A
USGS	01622000	1984-06-08	150	A
USGS	01622000	1984-06-09	144	A
USGS	01622000	1984-06-10	150	A
USGS	01622000	1984-06-11	147	A
USGS	01622000	1984-06-12	142	A
USGS	01622000	1984-06-13	142	A
USGS	01622000	1984-06-14	159	A
USGS	01622000	1984-06-15	133	A
USGS	01622000	1984-06-16	124	A
USGS	01622000	1984-06-17	136	A
USGS	01622000	1984-06-18	136	A
USGS	01622000	1984-06-19	122	A
USGS	01622000	1984-06-20	117	A
USGS	01622000	1984-06-21	114	A
USGS	01622000	1984-06-22	111	A
USGS	01622000	1984-06-23	109	A
USGS	01622000	1984-06-24	117	A
USGS	01622000	1984-06-25	117	A
USGS	01622000	1984-06-26	104	A
USGS	01622000	1984-06-27	101	A
USGS	01622000	1984-06-28	96.0	A
USGS	01622000	1984-06-29	106	A
USGS	01622000	1984-06-30	104	A
USGS	01622000	1984-07-01	397	A
USGS	01622000	1984-07-02	284	A
USGS	01622000	1984-07-03	259	A
USGS	01622000	1984-07-04	204	A
USGS	01622000	1984-07-05	184	A
USGS	01622000	1984-07-06	187	A
USGS	01622000	1984-07-07	255	A
USGS	01622000	1984-07-08	168	A
USGS	01622000	1984-07-09	156	A
USGS	01622000	1984-07-10	274	A
USGS	01622000	1984-07-11	238	A
USGS	01622000	1984-07-12	187	A
USGS	01622000	1984-07-13	168	A
USGS	01622000	1984-07-14	162	A
USGS	01622000	1984-07-15	156	A
USGS	01622000	1984-07-16	153	A
USGS	01622000	1984-07-17	147	A
USGS	01622000	1984-07-18	147	A
USGS	01622000	1984-07-19	142	A
USGS	01622000	1984-07-20	136	A
USGS	01622000	1984-07-21	207	A
USGS	01622000	1984-07-22	168	A
USGS	01622000	1984-07-23	150	A
USGS	01622000	1984-07-24	139	A
USGS	01622000	1984-07-25	136	A
USGS	01622000	1984-07-26	182	A
USGS	01622000	1984-07-27	214	A
USGS	01622000	1984-07-28	144	A
USGS	01622000	1984-07-29	133	A
USGS	01622000	1984-07-30	130	A
USGS	01622000	1984-07-31	127	A
USGS	01622000	1984-08-01	142	A
USGS	01622000	1984-08-02	187	A
USGS	01622000	1984-08-03	248	A
USGS	01622000	1984-08-04	282	A
USGS	01622000	1984-08-05	302	A
USGS	01622000	1984-08-06	268	A
USGS	01622000	1984-08-07	238	A
USGS	01622000	1984-08-08	230	A
USGS	01622000	1984-08-09	248	A
USGS	01622000	1984-08-10	204	A
USGS	01622000	1984-08-11	280	A
USGS	01622000	1984-08-12	1500	A
USGS	01622000	1984-08-13	2920	A
USGS	01622000	1984-08-14	2820	A
USGS	01622000	1984-08-15	1890	A
USGS	01622000	1984-08-16	1300	A
USGS	01622000	1984-08-17	984	A
USGS	01622000	1984-08-18	748	A
USGS	01622000	1984-08-19	561	A
USGS	01622000	1984-08-20	423	A
USGS	01622000	1984-08-21	366	A
USGS	01622000	1984-08-22	324	A
USGS	01622000	1984-08-23	298	A
USGS	01622000	1984-08-24	280	A
USGS	01622000	1984-08-25	262	A
USGS	01622000	1984-08-26	248	A
USGS	01622000	1984-08-27	234	A
USGS	01622000	1984-08-28	234	A
USGS	01622000	1984-08-29	259	A
USGS	01622000	1984-08-30	220	A
USGS	01622000	1984-08-31	213	A
USGS	01622000	1984-09-01	197	A
USGS	01622000	1984-09-02	190	A
USGS	01622000	1984-09-03	190	A
USGS	01622000	1984-09-04	200	A
USGS	01622000	1984-09-05	181	A
USGS	01622000	1984-09-06	175	A
USGS	01622000	1984-09-07	172	A
USGS	01622000	1984-09-08	159	A
USGS	01622000	1984-09-09	156	A
USGS	01622000	1984-09-10	156	A
USGS	01622000	1984-09-11	147	A
USGS	01622000	1984-09-12	147	A
USGS	01622000	1984-09-13	147	A
USGS	01622000	1984-09-14	136	A
USGS	01622000	1984-09-15	133	A
USGS	01622000	1984-09-16	130	A
USGS	01622000	1984-09-17	127	A
USGS	01622000	1984-09-18	122	A
USGS	01622000	1984-09-19	124	A
USGS	01622000	1984-09-20	119	A
USGS	01622000	1984-09-21	117	A
USGS	01622000	1984-09-22	114	A
USGS	01622000	1984-09-23	111	A
USGS	01622000	1984-09-24	114	A
USGS	01622000	1984-09-25	109	A
USGS	01622000	1984-09-26	109	A
USGS	01622000	1984-09-27	106	A
USGS	01622000	1984-09-28	136	A
USGS	01622000	1984-09-29	119	A
USGS	01622000	1984-09-30	122	A
USGS	01622000	1984-10-01	244	A
USGS	01622000	1984-10-02	162	A
USGS	01622000	1984-10-03	133	A
USGS	01622000	1984-10-04	127	A
USGS	01622000	1984-10-05	122	A
USGS	01622000	1984-10-06	117	A
USGS	01622000	1984-10-07	114	A
USGS	01622000	1984-10-08	117	A
USGS	01622000	1984-10-09	117	A
USGS	01622000	1984-10-10	117	A
USGS	01622000	1984-10-11	111	A
USGS	01622000	1984-10-12	109	A
USGS	01622000	1984-10-13	106	A
USGS	01622000	1984-10-14	109	A
USGS	01622000	1984-10-15	109	A
USGS	01622000	1984-10-16	109	A
USGS	01622000	1984-10-17	109	A
USGS	01622000	1984-10-18	109	A
USGS	01622000	1984-10-19	104	A
USGS	01622000	1984-10-20	101	A
USGS	01622000	1984-10-21	101	A
USGS	01622000	1984-10-22	104	A
USGS	01622000	1984-10-23	114	A
USGS	01622000	1984-10-24	150	A
USGS	01622000	1984-10-25	114	A
USGS	01622000	1984-10-26	111	A
USGS	01622000	1984-10-27	104	A
USGS	01622000	1984-10-28	104	A
USGS	01622000	1984-10-29	164	A
USGS	01622000	1984-10-30	119	A
USGS	01622000	1984-10-31	111	A
USGS	01622000	1984-11-01	111	A
USGS	01622000	1984-11-02	109	A
USGS	01622000	1984-11-03	101	A
USGS	01622000	1984-11-04	106	A
USGS	01622000	1984-11-05	153	A
USGS	01622000	1984-11-06	136	A
USGS	01622000	1984-11-07	127	A
USGS	01622000	1984-11-08	124	A
USGS	01622000	1984-11-09	124	A
USGS	01622000	1984-11-10	122	A
USGS	01622000	1984-11-11	127	A
USGS	01622000	1984-11-12	122	A
USGS	01622000	1984-11-13	122	A
USGS	01622000	1984-11-14	114	A
USGS	01622000	1984-11-15	114	A
USGS	01622000	1984-11-16	119	A
USGS	01622000	1984-11-17	114	A
USGS	01622000	1984-11-18	111	A
USGS	01622000	1984-11-19	139	A
USGS	01622000	1984-11-20	133	A
USGS	01622000	1984-11-21	124	A
USGS	01622000	1984-11-22	124	A
USGS	01622000	1984-11-23	119	A
USGS	01622000	1984-11-24	122	A
USGS	01622000	1984-11-25	122	A
USGS	01622000	1984-11-26	124	A
USGS	01622000	1984-11-27	122	A
USGS	01622000	1984-11-28	256	A
USGS	01622000	1984-11-29	1670	A
USGS	01622000	1984-11-30	1430	A
USGS	01622000	1984-12-01	1050	A
USGS	01622000	1984-12-02	759	A
USGS	01622000	1984-12-03	550	A
USGS	01622000	1984-12-04	418	A
USGS	01622000	1984-12-05	366	A
USGS	01622000	1984-12-06	397	A
USGS	01622000	1984-12-07	343	A
USGS	01622000	1984-12-08	302	A
USGS	01622000	1984-12-09	280	A
USGS	01622000	1984-12-10	269	A
USGS	01622000	1984-12-11	262	A
USGS	01622000	1984-12-12	269	A
USGS	01622000	1984-12-13	277	A
USGS	01622000	1984-12-14	277	A
USGS	01622000	1984-12-15	273	A
USGS	01622000	1984-12-16	269	A
USGS	01622000	1984-12-17	266	A
USGS	01622000	1984-12-18	255	A
USGS	01622000	1984-12-19	255	A
USGS	01622000	1984-12-20	248	A
USGS	01622000	1984-12-21	273	A
USGS	01622000	1984-12-22	347	A
USGS	01622000	1984-12-23	386	A
USGS	01622000	1984-12-24	393	A
USGS	01622000	1984-12-25	397	A
USGS	01622000	1984-12-26	374	A
USGS	01622000	1984-12-27	362	A
USGS	01622000	1984-12-28	347	A
USGS	01622000	1984-12-29	328	A
USGS	01622000	1984-12-30	310	A
USGS	01622000	1984-12-31	302	A
USGS	01622000	1985-01-01	295	A
USGS	01622000	1985-01-02	321	A
USGS	01622000	1985-01-03	397	A
USGS	01622000	1985-01-04	644	A
USGS	01622000	1985-01-05	764	A
USGS	01622000	1985-01-06	786	A
USGS	01622000	1985-01-07	798	A
USGS	01622000	1985-01-08	742	A
USGS	01622000	1985-01-09	644	A
USGS	01622000	1985-01-10	550	A
USGS	01622000	1985-01-11	485	A
USGS	01622000	1985-01-12	423	A
USGS	01622000	1985-01-13	386	A
USGS	01622000	1985-01-14	358	A
USGS	01622000	1985-01-15	328	A
USGS	01622000	1985-01-16	291	A
USGS	01622000	1985-01-17	291	A
USGS	01622000	1985-01-18	269	A
USGS	01622000	1985-01-19	255	A
USGS	01622000	1985-01-20	238	A
USGS	01622000	1985-01-21	197	A
USGS	01622000	1985-01-22	220	A
USGS	01622000	1985-01-23	204	A
USGS	01622000	1985-01-24	204	A
USGS	01622000	1985-01-25	197	A
USGS	01622000	1985-01-26	187	A
USGS	01622000	1985-01-27	181	A
USGS	01622000	1985-01-28	181	A
USGS	01622000	1985-01-29	175	A
USGS	01622000	1985-01-30	172	A
USGS	01622000	1985-01-31	175	A
USGS	01622000	1985-02-01	790	A
USGS	01622000	1985-02-02	846	A
USGS	01622000	1985-02-03	490	A
USGS	01622000	1985-02-04	432	A
USGS	01622000	1985-02-05	397	A
USGS	01622000	1985-02-06	382	A
USGS	01622000	1985-02-07	362	A
USGS	01622000	1985-02-08	321	A
USGS	01622000	1985-02-09	298	A
USGS	01622000	1985-02-10	291	A
USGS	01622000	1985-02-11	284	A
USGS	01622000	1985-02-12	2220	A
USGS	01622000	1985-02-13	827	A
USGS	01622000	1985-02-14	594	A
USGS	01622000	1985-02-15	485	A
USGS	01622000	1985-02-16	423	A
USGS	01622000	1985-02-17	393	A
USGS	01622000	1985-02-18	366	A
USGS	01622000	1985-02-19	355	A
USGS	01622000	1985-02-20	366	A
USGS	01622000	1985-02-21	370	A
USGS	01622000	1985-02-22	418	A
USGS	01622000	1985-02-23	535	A
USGS	01622000	1985-02-24	924	A
USGS	01622000	1985-02-25	1350	A
USGS	01622000	1985-02-26	1460	A
USGS	01622000	1985-02-27	1410	A
USGS	01622000	1985-02-28	1180	A
USGS	01622000	1985-03-01	979	A
USGS	01622000	1985-03-02	798	A
USGS	01622000	1985-03-03	638	A
USGS	01622000	1985-03-04	540	A
USGS	01622000	1985-03-05	475	A
USGS	01622000	1985-03-06	428	A
USGS	01622000	1985-03-07	382	A
USGS	01622000	1985-03-08	355	A
USGS	01622000	1985-03-09	339	A
USGS	01622000	1985-03-10	321	A
USGS	01622000	1985-03-11	306	A
USGS	01622000	1985-03-12	306	A
USGS	01622000	1985-03-13	291	A
USGS	01622000	1985-03-14	284	A
USGS	01622000	1985-03-15	269	A
USGS	01622000	1985-03-16	259	A
USGS	01622000	1985-03-17	255	A
USGS	01622000	1985-03-18	248	A
USGS	01622000	1985-03-19	241	A
USGS	01622000	1985-03-20	234	A
USGS	01622000	1985-03-21	220	A
USGS	01622000	1985-03-22	220	A
USGS	01622000	1985-03-23	298	A
USGS	01622000	1985-03-24	450	A
USGS	01622000	1985-03-25	583	A
USGS	01622000	1985-03-26	588	A
USGS	01622000	1985-03-27	550	A
USGS	01622000	1985-03-28	500	A
USGS	01622000	1985-03-29	450	A
USGS	01622000	1985-03-30	423	A
USGS	01622000	1985-03-31	393	A
USGS	01622000	1985-04-01	389	A
USGS	01622000	1985-04-02	370	A
USGS	01622000	1985-04-03	370	A
USGS	01622000	1985-04-04	362	A
USGS	01622000	1985-04-05	343	A
USGS	01622000	1985-04-06	321	A
USGS	01622000	1985-04-07	302	A
USGS	01622000	1985-04-08	280	A
USGS	01622000	1985-04-09	266	A
USGS	01622000	1985-04-10	248	A
USGS	01622000	1985-04-11	241	A
USGS	01622000	1985-04-12	227	A
USGS	01622000	1985-04-13	210	A
USGS	01622000	1985-04-14	204	A
USGS	01622000	1985-04-15	200	A
USGS	01622000	1985-04-16	194	A
USGS	01622000	1985-04-17	190	A
USGS	01622000	1985-04-18	172	A
USGS	01622000	1985-04-19	165	A
USGS	01622000	1985-04-20	156	A
USGS	01622000	1985-04-21	159	A
USGS	01622000	1985-04-22	153	A
USGS	01622000	1985-04-23	142	A
USGS	01622000	1985-04-24	142	A
USGS	01622000	1985-04-25	156	A
USGS	01622000	1985-04-26	142	A
USGS	01622000	1985-04-27	139	A
USGS	01622000	1985-04-28	142	A
USGS	01622000	1985-04-29	139	A
USGS	01622000	1985-04-30	127	A
USGS	01622000	1985-05-01	127	A
USGS	01622000	1985-05-02	133	A
USGS	01622000	1985-05-03	1110	A
USGS	01622000	1985-05-04	1330	A
USGS	01622000	1985-05-05	1000	A
USGS	01622000	1985-05-06	781	A
USGS	01622000	1985-05-07	578	A
USGS	01622000	1985-05-08	450	A
USGS	01622000	1985-05-09	358	A
USGS	01622000	1985-05-10	310	A
USGS	01622000	1985-05-11	287	A
USGS	01622000	1985-05-12	284	A
USGS	01622000	1985-05-13	366	A
USGS	01622000	1985-05-14	328	A
USGS	01622000	1985-05-15	302	A
USGS	01622000	1985-05-16	291	A
USGS	01622000	1985-05-17	355	A
USGS	01622000	1985-05-18	351	A
USGS	01622000	1985-05-19	317	A
USGS	01622000	1985-05-20	284	A
USGS	01622000	1985-05-21	259	A
USGS	01622000	1985-05-22	255	A
USGS	01622000	1985-05-23	287	A
USGS	01622000	1985-05-24	540	A
USGS	01622000	1985-05-25	742	A
USGS	01622000	1985-05-26	737	A
USGS	01622000	1985-05-27	588	A
USGS	01622000	1985-05-28	455	A
USGS	01622000	1985-05-29	366	A
USGS	01622000	1985-05-30	317	A
USGS	01622000	1985-05-31	313	A
USGS	01622000	1985-06-01	336	A
USGS	01622000	1985-06-02	306	A
USGS	01622000	1985-06-03	277	A
USGS	01622000	1985-06-04	252	A
USGS	01622000	1985-06-05	255	A
USGS	01622000	1985-06-06	241	A
USGS	01622000	1985-06-07	220	A
USGS	01622000	1985-06-08	230	A
USGS	01622000	1985-06-09	220	A
USGS	01622000	1985-06-10	210	A
USGS	01622000	1985-06-11	190	A
USGS	01622000	1985-06-12	448	A
USGS	01622000	1985-06-13	262	A
USGS	01622000	1985-06-14	217	A
USGS	01622000	1985-06-15	184	A
USGS	01622000	1985-06-16	178	A
USGS	01622000	1985-06-17	165	A
USGS	01622000	1985-06-18	147	A
USGS	01622000	1985-06-19	142	A
USGS	01622000	1985-06-20	133	A
USGS	01622000	1985-06-21	122	A
USGS	01622000	1985-06-22	119	A
USGS	01622000	1985-06-23	128	A
USGS	01622000	1985-06-24	156	A
USGS	01622000	1985-06-25	119	A
USGS	01622000	1985-06-26	106	A
USGS	01622000	1985-06-27	101	A
USGS	01622000	1985-06-28	101	A
USGS	01622000	1985-06-29	92.0	A
USGS	01622000	1985-06-30	90.0	A
USGS	01622000	1985-07-01	99.0	A
USGS	01622000	1985-07-02	96.0	A
USGS	01622000	1985-07-03	94.0	A
USGS	01622000	1985-07-04	90.0	A
USGS	01622000	1985-07-05	109	A
USGS	01622000	1985-07-06	85.0	A
USGS	01622000	1985-07-07	85.0	A
USGS	01622000	1985-07-08	85.0	A
USGS	01622000	1985-07-09	101	A
USGS	01622000	1985-07-10	101	A
USGS	01622000	1985-07-11	99.0	A
USGS	01622000	1985-07-12	366	A
USGS	01622000	1985-07-13	150	A
USGS	01622000	1985-07-14	124	A
USGS	01622000	1985-07-15	124	A
USGS	01622000	1985-07-16	114	A
USGS	01622000	1985-07-17	104	A
USGS	01622000	1985-07-18	99.0	A
USGS	01622000	1985-07-19	94.0	A
USGS	01622000	1985-07-20	90.0	A
USGS	01622000	1985-07-21	90.0	A
USGS	01622000	1985-07-22	90.0	A
USGS	01622000	1985-07-23	80.0	A
USGS	01622000	1985-07-24	78.0	A
USGS	01622000	1985-07-25	87.0	A
USGS	01622000	1985-07-26	119	A
USGS	01622000	1985-07-27	117	A
USGS	01622000	1985-07-28	119	A
USGS	01622000	1985-07-29	114	A
USGS	01622000	1985-07-30	109	A
USGS	01622000	1985-07-31	109	A
USGS	01622000	1985-08-01	109	A
USGS	01622000	1985-08-02	109	A
USGS	01622000	1985-08-03	101	A
USGS	01622000	1985-08-04	96.0	A
USGS	01622000	1985-08-05	99.0	A
USGS	01622000	1985-08-06	99.0	A
USGS	01622000	1985-08-07	92.0	A
USGS	01622000	1985-08-08	109	A
USGS	01622000	1985-08-09	94.0	A
USGS	01622000	1985-08-10	87.0	A
USGS	01622000	1985-08-11	83.0	A
USGS	01622000	1985-08-12	85.0	A
USGS	01622000	1985-08-13	85.0	A
USGS	01622000	1985-08-14	78.0	A
USGS	01622000	1985-08-15	76.0	A
USGS	01622000	1985-08-16	74.0	A
USGS	01622000	1985-08-17	80.0	A
USGS	01622000	1985-08-18	224	A
USGS	01622000	1985-08-19	266	A
USGS	01622000	1985-08-20	376	A
USGS	01622000	1985-08-21	351	A
USGS	01622000	1985-08-22	397	A
USGS	01622000	1985-08-23	339	A
USGS	01622000	1985-08-24	273	A
USGS	01622000	1985-08-25	338	A
USGS	01622000	1985-08-26	362	A
USGS	01622000	1985-08-27	284	A
USGS	01622000	1985-08-28	244	A
USGS	01622000	1985-08-29	210	A
USGS	01622000	1985-08-30	187	A
USGS	01622000	1985-08-31	172	A
USGS	01622000	1985-09-01	159	A
USGS	01622000	1985-09-02	144	A
USGS	01622000	1985-09-03	136	A
USGS	01622000	1985-09-04	127	A
USGS	01622000	1985-09-05	117	A
USGS	01622000	1985-09-06	111	A
USGS	01622000	1985-09-07	106	A
USGS	01622000	1985-09-08	106	A
USGS	01622000	1985-09-09	104	A
USGS	01622000	1985-09-10	94.0	A
USGS	01622000	1985-09-11	94.0	A
USGS	01622000	1985-09-12	90.0	A
USGS	01622000	1985-09-13	87.0	A
USGS	01622000	1985-09-14	85.0	A
USGS	01622000	1985-09-15	85.0	A
USGS	01622000	1985-09-16	83.0	A
USGS	01622000	1985-09-17	80.0	A
USGS	01622000	1985-09-18	78.0	A
USGS	01622000	1985-09-19	78.0	A
USGS	01622000	1985-09-20	78.0	A
USGS	01622000	1985-09-21	76.0	A
USGS	01622000	1985-09-22	76.0	A
USGS	01622000	1985-09-23	78.0	A
USGS	01622000	1985-09-24	78.0	A
USGS	01622000	1985-09-25	72.0	A
USGS	01622000	1985-09-26	74.0	A
USGS	01622000	1985-09-27	72.0	A
USGS	01622000	1985-09-28	72.0	A
USGS	01622000	1985-09-29	64.0	A
USGS	01622000	1985-09-30	70.0	A
USGS	01622000	1985-10-01	72.0	A
USGS	01622000	1985-10-02	92.0	A
USGS	01622000	1985-10-03	104	A
USGS	01622000	1985-10-04	74.0	A
USGS	01622000	1985-10-05	87.0	A
USGS	01622000	1985-10-06	72.0	A
USGS	01622000	1985-10-07	72.0	A
USGS	01622000	1985-10-08	66.0	A
USGS	01622000	1985-10-09	68.0	A
USGS	01622000	1985-10-10	68.0	A
USGS	01622000	1985-10-11	66.0	A
USGS	01622000	1985-10-12	68.0	A
USGS	01622000	1985-10-13	70.0	A
USGS	01622000	1985-10-14	74.0	A
USGS	01622000	1985-10-15	74.0	A
